feature_base,shared_fwd_top_logits,shared_fwd_bottom_logits,shared_fwd_max_toks,shared_bwd_top_logits,shared_bwd_bottom_logits,shared_bwd_max_toks
1792,0,0,2,2,1,5
3076,1,0,0,2,4,1
1241,6,6,1,4,4,1
2550,5,9,0,0,0,0
766,0,3,1,0,0,0
4493,7,2,3,2,1,2
870,8,3,3,9,3,1
794,4,7,1,4,4,1
4488,5,6,2,3,1,1
2254,5,4,1,4,4,1
5134,6,4,3,1,0,1
1881,9,6,1,7,4,1
1577,2,3,1,2,1,1
2939,5,4,1,5,4,1
3532,4,0,1,5,4,1
5810,8,5,1,6,5,1
3646,6,4,1,1,1,1
863,7,8,1,4,3,1
742,7,4,1,4,3,1
5360,0,2,1,0,1,0
4659,0,0,0,0,0,0
1020,5,5,0,4,6,0
4191,2,6,1,5,4,1
6019,3,5,1,2,1,1
5853,7,6,0,0,0,0
4580,2,3,1,2,3,1
5526,4,1,1,5,1,1
2278,6,3,1,1,1,1
2796,6,3,0,6,0,0
1678,10,7,2,8,6,2
3242,6,2,3,5,1,0
540,2,0,0,3,0,3
3107,2,3,1,0,0,1
2572,8,4,2,1,0,0
5279,0,2,1,0,0,1
1862,8,5,3,7,3,2
5818,2,2,3,2,0,0
5362,3,3,1,0,6,1
5205,4,5,1,0,6,1
3867,0,2,1,3,0,0
4673,6,7,1,5,6,1
681,8,3,1,7,2,1
556,5,3,1,6,1,1
1976,3,4,2,7,3,1
5108,3,2,1,0,1,1
645,7,3,2,5,2,1
4891,8,7,1,3,2,1
3099,3,3,1,0,2,1
5739,3,2,3,0,1,5
5917,1,0,0,0,0,0
3402,0,3,1,1,1,1
3711,3,1,1,3,0,1
3577,4,5,1,3,5,1
4086,5,4,5,3,2,1
1371,2,4,1,2,2,1
1496,8,10,2,7,6,2
3302,3,1,0,0,0,0
5344,9,6,1,6,4,1
1408,0,0,0,0,1,0
1400,4,1,0,0,1,1
1306,3,2,2,0,1,1
6077,7,8,2,7,1,2
4728,3,3,1,5,2,2
4723,3,1,0,0,0,0
3020,2,2,1,0,0,1
1768,7,2,1,0,2,1
3330,4,7,2,6,4,2
5478,1,0,1,0,0,1
4805,8,6,2,5,3,2
1479,7,3,1,7,4,1
3482,5,3,1,1,2,1
2696,5,6,2,5,2,1
4413,9,7,1,6,3,1
3748,6,5,1,6,5,1
5938,2,5,1,3,3,1
5353,7,5,1,5,3,1
663,2,2,2,0,0,0
4046,4,4,1,1,1,1
5946,4,2,1,0,2,1
1397,7,5,1,7,5,1
1695,8,4,1,6,4,1
5727,5,2,4,3,0,1
3543,7,8,2,7,7,1
5352,4,1,1,0,0,1
5811,6,6,1,8,3,1
3184,6,2,1,4,2,2
5949,4,2,1,2,3,1
5616,2,6,1,0,4,1
4537,5,1,1,4,1,1
2611,8,4,2,4,5,3
5387,8,7,1,6,5,1
3581,2,0,2,0,4,2
5926,4,3,1,1,2,1
5505,8,8,1,7,7,2
1410,1,5,1,2,3,0
1136,7,3,1,7,1,1
1636,0,1,0,1,6,3
5744,7,5,1,1,3,1
951,4,5,1,1,4,1
5200,5,5,1,0,1,0
2746,4,4,0,2,0,1
2160,3,6,1,5,7,1
2049,4,0,0,0,1,3
641,8,5,6,8,3,4
4315,3,1,4,2,3,4
1589,0,1,0,0,0,0
854,2,6,1,0,2,1
6116,3,7,2,3,1,2
1759,0,0,0,0,0,0
4480,1,0,3,1,0,0
5522,9,6,1,5,3,1
3709,8,4,1,0,5,1
5249,3,2,0,2,1,1
1076,5,1,3,0,1,3
1707,0,4,1,1,0,1
3743,4,4,1,3,1,1
1733,9,5,1,8,0,1
5535,6,5,1,5,4,1
246,6,2,1,7,3,1
4931,3,1,0,1,1,0
3510,8,6,2,7,7,3
4298,0,0,0,1,4,0
1207,3,5,1,2,2,1
4218,5,4,1,4,3,1
400,0,0,0,0,0,0
2341,4,4,1,2,1,1
279,0,3,2,0,1,2
5956,5,2,1,3,3,1
4979,5,4,2,2,3,0
3681,7,3,1,3,0,1
2245,0,2,1,2,0,1
3029,4,3,3,2,0,1
3978,6,4,2,4,4,1
1534,2,1,3,0,2,1
751,5,7,1,1,3,1
4239,7,6,1,8,4,1
4704,9,8,1,8,5,1
1224,2,3,2,0,1,3
3195,10,9,1,5,4,1
4282,1,0,0,0,1,0
5445,8,3,1,2,3,1
2511,1,6,1,1,4,1
5468,1,4,1,5,3,1
1794,5,0,2,0,0,0
659,5,6,1,2,2,1
4859,4,6,1,1,3,1
5050,9,3,4,7,1,2
4003,5,4,2,3,2,1
4498,7,6,4,5,4,1
3417,5,3,2,1,2,1
6082,6,4,1,6,0,1
146,0,1,1,1,1,1
1171,0,1,1,0,0,1
2911,0,0,1,1,0,1
1734,8,8,1,6,5,1
5939,7,6,1,6,5,1
2536,4,3,1,4,5,1
2976,8,4,1,7,5,1
6055,3,0,4,3,0,2
2598,6,4,1,4,5,1
4967,4,1,2,1,2,1
640,2,2,1,3,0,1
3850,1,1,2,0,0,0
4059,4,4,7,3,0,1
4568,8,7,2,6,5,1
4017,1,3,0,0,2,0
4246,5,5,1,2,1,1
3486,6,1,1,5,1,1
4061,2,5,1,1,2,1
3369,3,2,4,4,1,3
1634,9,6,1,8,5,1
262,5,6,2,4,4,2
1787,3,3,2,2,4,2
2191,0,0,1,0,0,3
4441,1,0,1,2,3,1
2671,2,0,1,3,0,1
3064,6,3,2,7,3,1
4083,2,1,1,3,0,1
3643,0,0,0,0,0,0
4976,7,7,2,8,8,2
1,4,4,1,5,1,1
4992,5,2,1,0,0,0
3375,7,1,0,0,0,0
253,0,0,0,2,0,0
1675,4,1,0,1,3,0
2500,8,7,1,4,3,1
5156,8,7,1,5,5,1
3231,6,4,1,4,4,1
6138,8,5,1,5,6,1
5110,6,8,1,4,7,1
8,0,2,0,0,0,0
1256,0,0,1,1,4,1
1122,1,2,2,2,0,1
3730,4,7,1,2,5,1
207,1,5,1,0,0,1
3202,5,0,0,1,0,1
403,7,5,2,7,5,2
2199,7,5,1,5,5,1
4149,7,5,1,7,1,1
3191,8,4,2,4,5,1
1696,9,7,1,7,5,1
3991,6,5,1,6,4,1
627,1,3,1,1,1,1
586,5,3,1,1,3,1
1648,2,2,2,3,0,0
4039,8,6,2,4,2,1
5539,4,5,2,0,4,1
5541,6,5,1,7,3,1
4199,2,1,1,1,0,1
3923,7,4,4,2,2,6
2301,8,8,2,9,4,2
1250,5,5,1,3,6,1
3183,8,3,1,5,3,1
4605,7,6,1,4,4,1
5592,6,5,2,4,2,1
2146,5,2,1,0,0,1
2200,4,1,1,0,0,1
1884,7,5,1,6,4,1
913,5,5,1,3,3,3
6015,4,2,1,1,3,1
4973,5,2,1,4,2,1
3777,0,4,2,3,3,1
4917,0,3,5,3,3,1
1186,2,3,1,2,1,2
5839,6,3,1,8,5,1
956,2,3,7,1,0,1
3752,1,5,5,0,0,0
4067,8,8,1,9,2,1
2208,4,0,2,6,2,1
3651,7,6,1,8,2,1
800,6,3,3,2,1,3
5396,3,4,1,0,0,0
815,2,4,2,0,0,1
1939,9,7,1,7,3,1
1527,3,7,2,5,6,1
1919,6,7,1,6,4,1
5511,4,1,4,2,1,0
1158,7,4,2,0,3,1
3266,5,7,1,5,6,1
4496,6,4,1,5,2,1
639,5,1,1,5,0,1
687,8,3,1,6,4,1
2507,1,4,0,0,0,0
6002,0,4,2,0,2,0
4565,1,1,1,0,0,1
5494,10,9,2,0,0,0
3093,5,3,3,6,1,1
749,6,6,1,5,6,1
3741,6,5,1,6,5,1
4133,4,2,1,2,3,1
4325,1,1,1,0,0,1
1388,3,1,3,4,0,1
2610,6,3,1,2,2,1
4533,6,6,3,2,1,2
5895,7,4,1,4,2,1
5402,6,4,1,5,1,1
4122,3,8,1,3,7,1
2273,5,3,1,5,3,1
3348,0,0,0,10,10,1
4893,2,2,1,1,0,1
5728,8,0,1,6,2,2
283,0,0,0,0,0,0
4974,5,5,2,6,4,1
5055,3,5,1,2,2,1
5600,3,0,0,1,0,0
4548,0,0,0,0,0,0
1019,1,0,1,2,1,3
3900,1,1,0,4,3,1
2863,8,6,2,6,6,1
658,4,0,1,5,0,3
5635,2,1,1,2,0,1
546,6,0,2,3,1,1
1215,2,2,4,2,2,5
5168,1,0,2,1,1,1
1535,0,1,1,0,0,0
2064,7,10,1,5,5,1
1195,1,0,0,3,0,1
1243,6,6,1,6,7,1
157,9,4,1,7,4,1
2524,0,0,4,1,3,5
5165,6,0,1,5,4,1
3444,3,6,1,2,0,1
517,5,4,1,7,5,1
1915,0,2,3,1,2,2
5864,6,2,1,3,4,0
3108,2,3,1,2,1,1
4375,4,5,1,1,0,1
1372,5,5,3,7,5,2
2544,1,5,1,4,3,1
4397,6,7,1,5,4,1
4276,5,4,1,6,5,1
2654,6,6,1,6,7,1
5088,7,3,1,7,6,1
5235,3,3,2,3,1,1
4286,7,7,2,9,7,2
5076,0,0,0,2,4,2
2975,4,5,1,5,1,1
4054,2,1,1,2,0,0
3232,7,7,1,6,5,1
3327,6,5,1,2,4,1
1346,0,0,0,0,0,2
127,4,4,2,3,3,1
17,1,3,1,1,0,1
1816,6,7,1,7,5,1
2025,9,2,1,8,2,1
