feature_base,shared_fwd_top_logits,shared_fwd_bottom_logits,shared_fwd_max_toks,shared_bwd_top_logits,shared_bwd_bottom_logits,shared_bwd_max_toks
2796,1,1,0,5,7,0
1678,6,1,5,0,2,0
3242,7,3,1,6,1,1
540,1,2,1,5,3,1
3107,4,2,1,5,6,1
2572,6,1,1,8,4,1
5279,8,3,1,9,4,1
1862,8,5,1,8,2,1
5818,7,3,1,8,5,1
5362,3,0,2,0,0,0
5205,4,2,0,0,0,0
3867,7,6,1,6,6,1
4673,7,4,1,8,3,1
681,5,4,1,4,1,0
556,4,4,1,5,6,1
1976,1,5,1,4,1,1
5108,4,3,1,6,4,1
645,4,2,1,5,5,1
4891,7,4,1,8,6,1
3099,5,6,1,6,4,0
5739,7,3,1,8,5,1
5917,4,1,1,5,5,1
3402,4,4,1,7,7,1
3711,6,5,1,9,4,1
3577,2,3,1,2,6,1
4086,2,1,3,2,2,2
1371,1,1,1,0,6,1
1496,0,1,1,0,0,0
3302,10,1,1,7,7,1
5344,3,0,1,7,3,1
1408,6,3,1,5,5,1
1400,1,4,1,7,1,1
1306,5,3,1,6,6,1
6077,5,4,1,5,3,1
4728,3,5,1,4,5,1
4723,9,4,1,9,5,1
3020,9,6,1,10,4,1
1768,4,4,1,4,2,1
3330,5,2,1,6,5,1
5478,3,6,1,7,6,1
4805,8,4,3,9,5,3
1479,7,5,1,5,3,1
3482,2,2,3,5,5,3
2696,2,4,1,5,3,0
4413,4,2,1,6,6,1
3748,6,7,1,8,7,1
5938,1,7,0,7,7,1
5353,5,2,1,6,3,1
663,1,1,3,0,0,1
4046,1,2,1,0,0,0
5946,0,0,1,2,1,1
1397,2,3,2,3,5,2
1695,3,0,1,4,1,1
5727,2,4,1,6,4,1
3543,3,4,2,4,5,1
5352,4,4,1,6,4,1
5811,7,3,1,8,1,1
3184,6,2,1,6,2,1
5949,7,5,1,7,6,1
5616,1,0,1,4,7,1
4537,3,3,1,3,7,1
2611,2,4,1,6,4,1
5387,8,6,1,9,7,1
3581,8,5,1,7,7,1
5926,2,5,1,0,1,0
5505,3,5,1,5,7,1
1410,0,1,0,3,0,2
1136,3,5,1,5,6,1
1636,6,1,0,8,3,1
5744,6,4,1,4,5,1
951,1,4,1,1,5,1
5200,4,1,1,7,1,1
2746,5,3,1,3,5,1
2160,3,6,1,4,7,1
2049,6,6,2,7,9,1
641,4,6,2,0,1,0
4315,3,6,1,7,5,1
1589,0,0,1,1,3,1
854,6,2,1,3,2,1
6116,3,5,1,5,3,1
1759,4,6,1,6,7,1
4480,6,5,1,4,4,1
5522,5,4,1,5,3,1
3709,1,2,1,3,0,1
5249,5,0,1,2,0,1
1076,2,4,1,7,0,1
1707,2,3,1,2,2,1
3743,3,7,1,6,8,1
1733,4,5,1,6,6,1
5535,3,4,1,3,5,1
246,5,1,1,8,1,1
4931,0,0,1,0,1,1
3510,2,1,1,3,1,1
4298,4,3,1,9,3,1
1207,8,3,1,6,6,1
4218,5,6,2,7,6,2
400,9,1,2,8,7,1
2341,5,5,1,5,5,1
279,7,5,1,8,5,1
5956,2,2,1,1,1,0
4979,4,7,1,6,9,1
3681,1,3,1,3,3,1
2245,6,1,1,5,3,1
3029,4,3,1,6,5,1
3978,6,5,1,7,5,1
1534,0,4,4,0,2,3
751,5,5,1,5,6,1
4239,2,1,1,7,5,1
4704,7,3,1,8,5,1
1224,3,0,1,5,4,1
3195,1,0,0,0,0,0
4282,4,5,1,2,7,1
5445,2,3,1,2,3,1
2511,5,5,1,6,7,1
5468,1,7,1,5,7,1
1794,6,6,1,6,6,1
659,6,5,0,6,7,0
4859,3,3,1,4,6,1
5050,0,1,1,7,4,1
4003,7,4,1,8,3,1
4498,7,0,1,9,3,1
3417,5,3,1,6,5,1
6082,4,3,1,7,6,1
146,7,7,1,5,7,1
1171,4,0,1,3,0,1
2911,2,2,1,1,7,1
1734,3,5,1,2,5,1
5939,7,5,2,9,6,1
2536,4,3,1,0,4,1
2976,6,3,1,5,5,1
6055,3,6,1,4,6,1
2598,2,6,1,5,10,1
4967,6,4,1,5,7,1
640,7,6,2,5,5,1
3850,3,3,1,6,3,1
4059,0,2,2,0,1,0
4568,3,1,0,5,2,1
4017,8,3,1,6,3,1
4246,0,0,6,0,0,0
3486,4,6,1,5,2,1
4061,0,1,0,0,0,0
3369,4,4,1,7,6,1
1634,6,6,1,6,7,1
262,7,4,1,5,3,2
1787,2,2,1,1,1,0
2191,7,5,2,7,5,1
4441,4,6,1,4,2,1
2671,1,1,1,4,6,1
3064,4,1,1,6,5,1
4083,5,6,1,8,6,1
3643,6,1,1,5,4,0
4976,2,4,1,1,4,1
1,5,4,1,5,5,1
4992,5,1,1,2,5,1
3375,8,6,1,8,8,1
253,0,0,0,3,0,0
1675,4,4,1,4,5,1
2500,1,0,0,0,0,0
5156,8,5,1,8,5,0
3231,4,1,2,4,2,1
6138,5,4,2,6,4,1
5110,3,2,1,6,0,1
8,2,4,1,3,4,1
1256,1,6,1,2,5,0
1122,5,5,1,3,5,1
3730,1,0,1,0,0,0
207,3,0,1,2,4,1
3202,4,5,1,3,3,2
403,6,8,1,3,6,1
2199,6,3,1,5,1,1
4149,0,0,1,0,0,0
3191,1,1,1,5,2,1
1696,2,7,1,4,9,1
3991,9,5,1,8,5,1
627,5,0,1,6,0,1
586,3,0,1,6,6,1
1648,6,5,1,4,7,1
4039,1,6,1,5,6,1
5539,6,6,1,4,4,1
5541,6,3,1,4,5,1
4199,5,6,1,5,8,1
3923,3,1,1,6,7,1
2301,1,2,1,1,0,1
1250,1,3,1,5,5,1
3183,5,0,1,7,1,1
4605,4,6,1,4,6,1
5592,2,5,1,7,8,1
2146,4,5,1,7,6,1
2200,8,4,1,6,8,1
1884,7,7,2,6,5,2
913,0,0,1,0,0,0
6015,0,0,1,1,1,1
4973,3,0,1,2,5,1
3777,2,1,1,0,0,1
4917,2,0,0,1,0,0
1186,7,4,1,7,7,1
5839,5,1,1,7,6,1
956,0,1,2,0,1,1
3752,8,3,2,8,4,1
4067,6,6,1,8,4,1
2208,4,3,1,5,4,1
3651,5,5,1,5,5,1
800,2,0,1,6,8,1
5396,2,5,1,5,1,1
815,7,3,1,3,3,1
1939,5,4,1,6,3,1
1527,1,1,1,0,0,1
1919,3,3,1,5,5,1
5511,2,1,1,1,2,0
1158,2,0,1,6,4,1
3266,3,3,1,4,5,1
4496,3,4,1,5,5,1
639,4,1,2,4,1,1
687,2,4,1,3,5,1
2507,5,0,1,8,4,1
6002,3,4,1,4,2,1
4565,2,3,1,3,1,1
5494,3,5,1,6,4,1
3093,2,4,1,1,4,2
749,5,5,1,6,5,1
3741,4,2,4,0,1,2
4133,7,6,1,9,6,1
4325,6,5,1,4,6,1
1388,5,1,1,5,7,1
2610,0,4,3,4,5,2
4533,5,5,1,6,9,1
5895,5,0,4,4,1,1
5402,4,4,1,3,3,1
4122,5,4,1,5,3,1
2273,8,7,1,7,7,1
3348,3,2,1,3,4,1
4893,2,1,2,0,0,0
5728,3,4,1,6,2,1
283,6,2,1,1,5,1
4974,3,4,1,3,2,1
5055,4,4,1,9,6,1
5600,6,5,1,8,6,2
4548,2,0,1,0,5,1
1019,2,3,1,5,4,1
3900,2,0,1,3,5,2
2863,5,5,1,8,8,1
658,1,5,0,7,2,1
5635,10,2,1,8,1,1
546,4,5,1,3,8,1
1215,0,0,1,5,5,0
5168,2,0,1,1,7,1
1535,5,3,1,8,5,1
2064,5,3,1,4,1,1
1195,6,5,1,9,2,0
1243,6,4,1,4,2,1
157,5,6,1,5,5,1
2524,2,5,1,5,5,1
5165,3,3,1,7,5,1
3444,4,7,1,4,6,0
517,3,2,1,6,5,1
1915,0,0,2,2,1,0
5864,3,3,1,1,2,1
3108,7,5,1,7,6,1
4375,2,5,1,4,5,1
1372,3,5,1,5,3,1
2544,5,2,1,7,3,1
4397,6,5,1,8,5,1
4276,6,5,1,7,7,1
2654,4,2,1,0,2,0
5088,2,1,1,2,3,1
5235,3,2,1,6,4,1
4286,2,1,1,0,3,1
5076,0,0,2,0,0,0
2975,1,3,1,0,2,1
4054,4,4,1,6,3,1
3232,1,0,2,0,0,1
3327,2,3,1,4,5,1
1346,5,3,1,3,6,1
127,7,5,1,7,6,1
17,6,4,1,0,0,0
1816,5,2,1,6,2,1
2025,6,0,0,0,0,0
