feature_base,shared_fwd_top_logits,shared_fwd_bottom_logits,shared_fwd_max_toks,shared_bwd_top_logits,shared_bwd_bottom_logits,shared_bwd_max_toks
520,6,6,1,2,3,1
1367,7,5,1,1,2,1
1152,8,7,1,7,6,1
2027,1,2,3,5,2,1
647,0,0,0,0,2,0
1495,4,0,2,0,0,1
3134,0,2,1,0,0,1
5258,2,1,0,1,2,0
5618,0,0,0,0,0,0
592,5,1,1,4,2,1
391,4,0,2,4,3,1
5794,7,3,1,3,1,1
4514,5,2,1,4,3,1
288,3,3,2,2,3,2
4474,2,2,1,2,0,1
5892,0,0,0,1,0,1
1513,2,0,2,1,6,1
4326,1,0,2,0,1,0
5113,7,5,2,3,3,1
2088,4,2,1,4,2,1
1051,2,3,1,1,0,1
134,4,2,1,4,2,1
200,1,2,1,4,2,1
5959,0,1,2,0,0,0
4875,6,4,0,2,0,0
2977,5,3,1,2,5,1
3104,7,7,1,7,7,1
3119,0,0,0,0,5,2
4598,5,4,1,0,4,1
2454,1,1,1,3,5,3
5693,0,1,1,0,1,1
3799,2,1,1,0,1,0
2852,1,1,4,1,0,5
4194,1,4,0,0,0,1
683,1,1,1,1,2,1
5991,2,0,0,5,3,1
2773,5,3,1,2,5,1
4058,5,5,1,4,2,1
3618,2,3,1,1,4,1
960,6,2,1,4,4,1
1762,6,4,1,7,0,1
2660,0,0,1,5,1,1
6062,0,2,0,0,1,0
4738,7,4,1,7,3,1
1792,1,0,1,1,4,1
3076,6,4,1,4,6,1
1241,0,2,0,0,0,2
2550,3,5,1,5,6,1
766,1,2,1,0,2,1
4493,5,0,1,2,0,0
870,7,3,1,4,4,1
794,0,0,3,4,5,2
4488,0,0,0,4,2,2
2254,6,7,1,7,6,1
5134,7,1,1,4,3,1
1881,8,0,0,3,0,2
1577,0,0,2,2,0,1
2939,5,2,2,3,5,1
3532,1,2,1,2,8,1
5810,8,4,1,5,2,1
3646,7,2,1,8,5,1
863,2,0,2,2,3,1
742,5,3,1,4,4,1
5360,7,1,1,8,2,0
4659,6,8,2,6,7,2
1020,5,5,1,1,5,1
4191,0,0,1,0,0,0
6019,0,3,1,4,1,1
5853,0,4,3,3,2,2
4580,2,3,1,4,1,1
5526,2,5,2,3,6,2
2278,4,5,1,6,3,1
2796,1,2,1,0,2,0
1678,2,0,0,0,0,0
3242,7,7,2,6,2,2
540,3,3,2,0,0,0
3107,7,6,2,7,7,1
2572,0,0,1,2,3,2
5279,9,7,1,6,7,1
1862,5,2,1,5,4,1
5818,3,7,2,4,2,1
5362,4,5,2,6,5,2
5205,4,3,1,7,3,1
3867,5,3,1,4,4,1
4673,7,2,1,7,5,1
681,4,4,1,6,2,1
556,5,5,1,7,6,1
1976,3,4,1,4,3,1
5108,0,2,1,1,3,1
645,5,8,1,7,4,1
4891,5,2,0,6,1,1
3099,6,5,1,5,2,1
5739,4,0,1,0,0,1
5917,1,5,2,1,3,1
3402,0,3,0,2,1,0
3711,3,2,1,0,0,1
3577,3,3,1,4,3,1
4086,5,4,1,5,4,1
1371,2,1,1,0,1,2
1496,0,0,0,1,4,1
3302,4,3,1,3,0,1
5344,0,0,3,1,1,3
1408,2,1,0,3,3,0
1400,3,3,1,5,1,1
1306,3,2,2,0,0,0
6077,5,3,1,4,2,1
4728,4,4,2,1,2,2
4723,2,4,2,4,4,1
3020,4,4,1,3,4,1
1768,6,4,1,1,4,1
3330,1,0,0,1,1,1
5478,6,1,1,6,1,1
4805,5,3,1,7,3,1
1479,1,2,0,3,1,3
3482,0,0,1,3,2,1
2696,2,1,3,0,2,1
4413,1,1,1,1,0,1
3748,4,4,1,4,3,1
5938,3,8,1,5,6,1
5353,1,0,1,0,0,1
663,6,5,1,0,2,1
4046,4,5,1,2,2,1
5946,6,5,1,7,4,1
1397,6,6,1,6,5,1
1695,6,2,1,4,4,1
5727,6,4,2,6,6,1
3543,5,1,1,2,5,1
5352,8,2,1,5,1,0
5811,0,2,2,2,3,0
3184,4,0,1,4,0,1
5949,6,7,1,5,5,1
5616,4,5,1,4,2,1
4537,3,4,0,3,0,2
2611,0,0,0,1,1,2
5387,3,6,1,5,3,1
3581,6,4,2,8,2,1
5926,0,1,1,2,1,0
5505,0,0,1,2,1,1
1410,4,1,1,2,5,1
1136,4,2,1,2,3,1
1636,5,0,0,7,5,0
5744,7,2,1,4,0,1
951,4,1,2,5,5,1
5200,2,1,1,0,1,1
2746,5,5,1,7,8,1
2160,4,0,1,2,3,1
2049,2,0,1,2,2,1
641,7,4,1,7,4,1
4315,6,6,1,4,4,1
1589,0,4,1,0,0,1
854,4,4,1,5,4,1
6116,0,0,0,0,1,2
1759,1,3,0,0,0,0
4480,9,4,1,6,2,1
5522,6,5,1,4,0,1
3709,6,4,1,7,4,1
5249,6,6,1,2,1,1
1076,5,1,1,6,0,1
1707,6,6,2,5,5,2
3743,0,8,1,6,5,1
1733,2,1,2,3,3,2
5535,5,2,2,4,3,1
246,7,3,1,6,4,1
4931,3,2,1,6,3,1
3510,7,6,1,4,4,1
4298,4,6,1,2,4,1
1207,3,2,3,7,3,3
4218,1,1,1,0,0,1
400,7,6,2,5,5,1
2341,3,3,1,3,4,1
279,9,4,2,8,2,1
5956,3,4,1,5,1,1
4979,7,3,1,4,2,4
3681,3,3,1,5,5,1
2245,2,1,0,3,7,0
3029,4,3,2,0,3,2
3978,2,4,1,4,2,1
1534,8,6,1,7,6,1
751,4,1,1,4,1,1
4239,5,5,1,4,4,0
4704,4,1,1,4,2,1
1224,4,2,0,0,4,1
3195,3,1,5,2,3,3
4282,9,5,1,7,6,1
5445,8,4,1,5,5,1
2511,1,0,1,0,0,0
5468,7,1,1,4,3,1
1794,3,1,1,3,0,1
659,2,0,3,0,0,0
4859,0,2,1,1,2,1
5050,1,4,0,2,2,2
4003,2,1,2,4,3,1
4498,2,4,1,5,3,1
3417,0,5,1,6,4,1
6082,3,2,2,2,3,1
146,4,3,1,4,1,1
1171,4,3,1,5,3,1
2911,7,4,1,3,4,1
1734,6,4,1,3,3,1
5939,0,2,0,0,0,0
2536,9,1,1,10,2,1
2976,0,0,0,0,0,1
6055,6,7,1,6,3,1
2598,4,6,1,6,6,1
4967,4,3,1,0,5,1
640,6,5,1,7,4,1
3850,0,2,1,0,0,0
4059,1,4,1,1,3,1
4568,3,0,2,4,7,1
4017,7,6,1,4,4,1
4246,2,0,2,2,1,1
3486,2,0,1,2,5,1
4061,5,0,1,1,2,1
3369,0,1,3,0,0,1
1634,4,4,1,4,4,1
262,4,1,1,3,1,0
1787,6,4,1,4,1,1
2191,1,2,5,1,0,1
4441,1,6,1,2,4,1
2671,2,0,3,1,6,2
3064,3,5,1,3,4,1
4083,2,2,1,1,0,1
3643,2,1,1,1,5,1
4976,8,5,1,6,6,1
1,5,5,1,3,7,1
4992,2,1,1,1,0,1
3375,5,4,1,4,3,1
253,4,4,1,5,3,1
1675,0,2,1,5,0,1
2500,7,5,1,6,3,1
5156,7,6,1,4,5,1
3231,6,1,1,4,3,1
6138,6,3,1,5,3,1
5110,5,3,1,2,5,1
8,7,3,1,4,2,1
1256,2,0,1,2,1,1
1122,7,4,3,7,4,1
3730,6,1,1,5,5,1
207,5,1,1,1,0,1
3202,5,5,1,4,5,1
403,1,3,1,5,5,1
2199,4,6,1,4,5,1
4149,0,2,1,4,4,1
3191,2,4,1,0,2,1
1696,0,2,1,1,2,1
3991,4,5,1,1,1,1
627,0,0,2,0,1,1
586,1,3,0,0,0,0
1648,4,0,0,1,2,0
4039,8,4,1,6,5,1
5539,4,2,1,0,0,0
5541,3,1,1,2,3,1
4199,2,3,2,1,5,2
3923,5,4,1,2,5,1
2301,4,3,2,2,4,1
1250,7,5,1,10,5,1
3183,2,3,1,0,2,1
4605,3,7,1,8,5,1
5592,0,0,0,0,0,2
2146,3,3,1,3,3,1
2200,5,4,1,4,4,1
1884,8,5,1,8,2,1
913,3,3,1,7,2,1
6015,4,5,1,4,4,1
4973,1,0,0,0,0,0
3777,2,0,1,0,1,1
4917,0,4,1,3,3,1
1186,8,5,1,10,6,1
5839,7,4,1,3,2,1
956,4,1,1,0,2,0
3752,0,2,6,1,3,3
4067,5,3,1,4,4,1
2208,1,3,2,0,2,1
3651,8,5,1,3,4,1
800,4,4,1,3,4,1
5396,7,4,1,0,3,1
815,0,0,0,4,1,0
1939,8,3,1,6,2,1
1527,2,4,1,5,8,1
1919,2,8,2,0,2,1
5511,0,0,0,0,0,0
1158,7,7,1,5,5,1
3266,6,3,1,2,4,1
4496,7,2,3,6,3,2
639,6,5,1,5,1,1
687,1,4,2,0,5,2
2507,4,1,1,3,6,1
6002,5,5,1,2,6,1
4565,4,5,1,2,7,1
5494,5,6,1,6,2,1
3093,0,2,1,1,3,1
749,7,4,1,7,4,1
3741,8,4,1,5,2,2
4133,6,6,1,3,2,1
4325,6,4,1,4,2,1
1388,5,1,1,3,2,1
2610,2,5,1,6,5,1
4533,8,6,1,7,3,1
5895,6,1,1,5,4,1
5402,1,2,1,2,2,1
4122,1,1,0,4,0,0
2273,4,3,1,1,1,1
3348,4,2,3,3,2,1
4893,0,0,0,1,0,1
5728,2,4,3,4,2,1
283,7,4,1,7,3,1
4974,2,0,1,1,0,0
5055,4,3,1,2,4,1
5600,7,5,1,5,2,1
4548,2,1,1,4,4,1
1019,7,6,1,7,1,1
3900,5,4,4,4,3,3
2863,0,0,0,0,7,0
658,8,2,1,6,4,2
5635,4,5,1,2,4,1
546,0,2,0,0,1,0
1215,2,2,1,2,2,1
5168,7,2,1,4,3,1
1535,2,3,1,0,0,0
2064,4,5,1,8,7,1
1195,3,2,1,3,4,1
1243,8,2,1,0,1,1
157,2,2,3,5,3,4
2524,4,3,1,4,4,1
5165,1,2,1,2,2,1
3444,4,4,1,5,6,1
517,1,2,1,0,0,1
1915,0,3,1,3,1,1
5864,5,3,1,5,5,1
3108,9,5,1,5,4,1
4375,2,1,2,1,0,1
1372,4,1,1,0,0,1
2544,2,2,1,1,3,1
4397,0,2,1,3,2,1
4276,0,0,1,6,0,0
2654,0,0,1,1,1,0
5088,2,0,1,0,0,0
5235,4,4,1,2,4,1
4286,7,6,2,3,4,1
5076,8,6,1,7,4,1
2975,1,5,1,1,5,1
4054,5,6,1,6,6,1
3232,3,5,1,3,3,1
3327,6,5,1,4,3,1
1346,6,3,1,6,7,1
127,6,3,1,6,6,1
17,3,2,1,1,3,1
1816,3,0,2,2,0,2
2025,1,4,1,3,6,1
