feature_base,shared_fwd_top_logits,shared_fwd_bottom_logits,shared_fwd_max_toks,shared_bwd_top_logits,shared_bwd_bottom_logits,shared_bwd_max_toks
751,4,0,1,7,6,4
4239,5,1,3,6,1,3
4704,0,3,1,0,2,0
1224,5,2,2,3,0,2
3195,4,5,3,2,1,3
4282,7,3,3,5,4,2
5445,0,1,2,0,2,4
2511,2,3,1,1,1,0
5468,6,2,0,5,3,0
1794,6,4,2,7,3,3
659,7,3,2,6,4,3
4859,1,3,2,4,1,3
5050,3,6,4,3,6,3
4003,6,4,4,6,3,4
4498,5,1,1,4,2,1
3417,9,3,2,5,0,1
6082,2,1,2,0,0,1
146,2,0,1,3,0,1
1171,9,4,1,10,5,1
2911,6,6,3,5,0,5
1734,2,1,2,0,0,0
5939,3,2,4,5,2,3
2536,7,5,3,7,5,2
2976,7,3,3,6,5,3
6055,4,3,5,1,1,5
2598,6,0,1,2,4,4
4967,1,1,2,0,1,2
640,0,4,1,0,2,1
3850,4,2,1,5,2,1
4059,3,1,2,0,1,0
4568,3,0,1,1,3,1
4017,7,3,1,7,1,1
4246,2,1,1,1,1,1
3486,6,3,7,4,5,2
4061,0,2,2,3,0,2
3369,7,5,1,6,3,1
1634,8,7,3,7,5,3
262,7,0,0,8,2,2
1787,9,3,4,7,2,1
2191,5,1,4,6,2,2
4441,4,3,2,2,4,1
2671,4,0,4,2,2,4
3064,7,4,1,6,4,1
4083,7,7,6,8,8,7
3643,7,6,3,6,6,3
4976,6,5,1,6,0,4
1,1,3,2,5,1,2
4992,6,0,3,5,4,5
3375,4,2,3,3,5,3
253,8,0,2,8,3,2
1675,1,3,0,0,2,1
2500,7,3,1,6,2,1
5156,5,0,1,2,2,1
3231,1,1,5,0,1,2
6138,5,1,2,5,1,4
5110,7,2,3,7,1,2
8,0,7,1,3,1,1
1256,1,1,0,2,3,1
1122,5,2,2,6,4,0
3730,2,2,0,1,1,2
207,7,1,2,8,1,2
3202,0,0,0,0,0,1
403,4,0,1,2,0,1
2199,3,5,0,5,0,1
4149,5,4,1,2,4,4
3191,3,0,1,1,0,1
1696,2,4,1,4,2,1
3991,5,0,7,3,1,6
627,1,0,0,2,0,2
586,5,2,3,4,4,3
1648,1,0,1,4,4,1
4039,1,1,1,2,2,1
5539,6,1,3,5,3,1
5541,7,3,2,6,1,3
4199,3,1,1,4,5,1
3923,3,1,2,2,4,2
2301,8,7,2,5,7,1
1250,0,1,0,1,2,0
3183,1,2,1,2,0,3
4605,0,2,0,1,0,1
5592,1,0,3,6,3,2
2146,3,7,5,3,7,4
2200,4,2,3,2,3,1
1884,4,1,5,2,3,4
913,6,2,2,5,4,1
6015,7,4,3,9,7,3
4973,3,1,1,1,3,1
3777,2,4,1,4,2,1
4917,8,6,4,3,0,4
1186,5,3,1,3,3,1
5839,0,3,1,6,2,1
956,8,2,1,4,1,1
3752,10,7,3,9,8,3
4067,8,2,3,4,3,4
2208,8,3,1,5,0,1
3651,5,2,4,4,1,3
800,6,3,1,7,1,1
5396,1,0,1,0,1,1
815,1,5,2,4,5,3
1939,6,2,3,6,4,3
1527,7,1,2,2,3,1
1919,3,2,1,5,0,0
5511,9,9,0,9,9,1
1158,1,0,1,0,0,1
3266,4,2,3,4,1,3
4496,6,0,2,4,0,0
639,4,6,2,8,7,5
687,7,1,2,4,1,2
2507,0,1,0,10,9,0
6002,9,1,3,1,0,2
4565,4,1,1,3,2,1
5494,2,1,5,3,1,3
3093,0,2,1,2,1,0
749,8,1,1,6,3,1
3741,2,4,1,2,2,1
4133,5,3,1,2,5,1
4325,3,1,1,1,4,1
1388,0,2,1,0,0,1
2610,1,0,4,1,0,4
4533,10,3,2,2,1,1
5895,1,0,2,5,2,5
5402,4,5,3,1,3,2
4122,0,3,2,3,3,2
2273,8,0,4,2,0,4
3348,4,3,0,2,0,1
4893,2,2,5,1,0,2
5728,2,1,0,2,1,0
283,7,6,4,3,1,3
4974,1,3,1,0,1,0
5055,3,2,1,4,1,1
5600,8,3,4,7,1,4
4548,5,2,4,4,2,2
1019,7,7,4,8,1,2
3900,4,2,3,2,1,3
2863,3,1,2,2,1,2
658,7,0,3,0,0,2
5635,5,1,0,6,0,1
546,6,1,1,3,1,5
1215,2,0,3,4,2,2
5168,4,2,2,0,2,1
1535,1,0,1,4,1,0
2064,8,2,1,5,2,1
1195,5,0,1,3,5,1
1243,5,4,1,6,5,1
157,4,1,4,2,1,4
2524,2,3,7,1,2,3
5165,0,0,1,0,0,1
3444,1,1,2,0,1,1
517,6,6,1,7,7,1
1915,4,4,5,3,1,0
5864,4,2,1,1,1,1
3108,6,5,1,4,2,1
4375,5,5,1,8,2,1
1372,3,1,1,5,2,2
2544,5,3,3,6,4,5
4397,8,6,1,7,7,1
4276,4,1,1,1,1,1
2654,6,3,2,7,3,4
5088,3,2,1,1,0,4
5235,6,2,1,5,1,1
4286,8,6,2,8,2,2
5076,2,0,1,4,0,4
2975,7,0,3,3,0,2
4054,7,3,1,6,4,1
3232,4,5,3,2,3,1
3327,7,5,1,7,6,1
1346,8,0,1,9,0,1
127,6,4,1,8,1,1
17,8,3,5,4,1,2
1816,6,4,2,3,4,2
2025,0,0,0,1,0,2
