feature_base,shared_fwd_top_logits,shared_fwd_bottom_logits,shared_fwd_max_toks,shared_bwd_top_logits,shared_bwd_bottom_logits,shared_bwd_max_toks
3134,7,8,2,8,0,2
5258,2,1,2,2,3,2
5618,10,4,3,9,1,1
592,6,4,4,3,5,5
391,5,0,5,8,2,2
5794,5,0,4,1,0,1
4514,8,2,3,9,7,3
288,6,0,1,3,0,0
4474,9,3,4,9,2,2
5892,7,5,2,8,1,1
1513,8,0,1,7,3,1
4326,9,1,1,5,4,1
5113,4,1,6,3,3,3
2088,7,3,2,8,3,1
1051,9,3,4,8,5,3
134,2,2,1,4,6,1
200,9,1,3,7,2,3
5959,2,5,1,3,4,2
4875,5,7,4,7,7,6
2977,1,2,2,2,3,3
3104,3,3,2,4,5,2
3119,8,1,1,8,4,1
4598,8,1,3,7,3,3
2454,10,6,5,9,3,3
5693,5,2,2,2,1,3
3799,4,3,3,5,4,3
2852,7,2,4,6,4,3
4194,8,4,2,9,1,2
683,7,2,3,8,3,0
5991,8,6,6,9,9,6
2773,7,5,2,8,6,2
4058,2,0,1,3,0,1
3618,4,2,1,3,0,1
960,9,3,3,3,6,3
1762,8,2,1,7,1,1
2660,7,0,2,7,3,2
6062,0,1,2,1,3,0
4738,8,7,2,6,3,1
1792,9,3,3,10,6,7
3076,2,4,4,2,4,3
1241,7,2,8,4,2,6
2550,9,7,1,9,6,1
766,4,3,4,7,5,6
4493,1,3,2,1,4,3
870,4,3,4,5,4,3
794,4,3,2,3,3,5
4488,5,2,1,4,3,3
2254,6,0,3,7,1,1
5134,5,5,3,5,6,1
1881,5,5,1,5,2,1
1577,5,0,2,3,1,1
2939,0,4,1,4,4,1
3532,8,6,6,2,3,4
5810,8,6,2,4,9,1
3646,5,2,2,3,0,1
863,4,3,1,6,4,1
742,8,2,1,8,3,1
5360,8,1,2,7,5,5
4659,5,6,2,6,3,2
1020,7,3,6,5,3,4
4191,4,0,5,6,3,6
6019,8,8,3,7,0,2
5853,0,2,3,6,3,6
4580,0,0,3,1,4,3
5526,7,3,2,9,7,2
2278,0,0,0,1,1,3
2796,1,2,3,5,4,3
1678,1,4,3,1,3,5
3242,1,0,1,2,3,1
540,2,4,0,0,2,0
3107,0,5,0,1,3,1
2572,8,0,1,6,2,1
5279,8,4,4,8,3,4
1862,2,2,2,3,1,2
5818,2,2,0,0,0,1
5362,8,7,3,8,6,5
5205,5,3,2,1,2,1
3867,8,3,2,9,6,2
4673,4,0,2,3,3,1
681,2,0,0,0,1,0
556,5,1,0,3,3,0
1976,7,0,3,6,3,2
5108,7,7,3,9,9,2
645,7,1,1,5,1,2
4891,6,3,3,10,4,5
3099,3,3,1,0,0,2
5739,7,5,1,5,4,1
5917,0,3,1,3,3,1
3402,0,1,1,1,2,0
3711,9,2,1,7,1,1
3577,6,2,1,0,2,2
4086,2,1,0,0,3,1
1371,5,2,3,6,2,3
1496,2,6,1,1,3,1
3302,5,5,4,4,1,4
5344,1,4,6,1,5,3
1408,4,1,2,2,0,0
1400,2,3,2,2,2,2
1306,8,2,3,5,5,2
6077,8,1,4,8,3,1
4728,2,4,2,3,1,0
4723,7,2,1,0,2,3
3020,7,2,1,6,7,2
1768,8,0,1,7,6,1
3330,6,2,1,7,3,1
5478,1,2,1,7,3,1
4805,8,2,4,7,3,4
1479,1,4,5,3,1,3
3482,4,3,0,6,3,1
2696,5,1,2,8,3,2
4413,5,0,4,6,2,3
3748,7,4,1,6,3,1
5938,7,0,3,5,1,3
5353,2,5,4,1,0,0
663,1,4,1,2,0,1
4046,6,2,1,6,5,1
5946,8,3,4,7,3,3
1397,4,1,1,4,3,1
1695,10,7,5,10,4,4
5727,4,0,3,5,3,4
3543,4,4,3,5,4,4
5352,0,3,1,5,3,1
5811,5,5,3,5,1,2
3184,5,2,5,5,2,6
5949,9,6,5,9,2,4
5616,7,1,3,4,1,3
4537,5,6,1,5,5,1
2611,8,1,4,9,2,3
5387,8,8,5,8,10,5
3581,3,1,4,0,0,2
5926,7,3,3,0,7,3
5505,7,2,2,5,2,6
1410,1,1,2,2,3,2
1136,3,1,0,1,1,0
1636,3,2,0,3,1,0
5744,9,2,1,7,5,1
951,5,0,0,8,3,2
5200,7,4,1,7,2,1
2746,6,1,1,0,1,1
2160,5,2,1,4,4,1
2049,7,2,1,8,2,1
641,6,3,7,6,2,3
4315,6,0,4,7,4,3
1589,5,0,2,2,1,4
854,3,1,2,4,1,4
6116,2,1,3,4,0,3
1759,4,0,2,3,0,2
4480,6,1,4,0,5,6
5522,7,0,1,4,3,0
3709,7,3,2,6,1,0
5249,5,0,3,7,0,3
1076,6,0,7,4,0,5
1707,4,1,0,0,0,0
3743,8,1,3,7,3,4
1733,5,0,3,5,2,2
5535,3,5,1,5,5,1
246,5,3,2,3,2,1
4931,6,3,3,6,2,1
3510,6,2,1,9,2,1
4298,4,4,1,5,3,2
1207,3,0,1,2,0,1
4218,6,2,2,7,2,3
400,7,6,2,6,5,2
2341,6,0,3,4,3,2
279,2,3,2,4,1,4
5956,0,5,0,3,3,0
4979,2,1,1,4,2,1
3681,2,1,3,1,1,1
2245,8,5,2,7,3,2
3029,8,5,3,6,4,2
3978,4,2,1,5,2,1
1534,7,1,1,5,6,1
751,7,2,5,7,3,5
4239,4,1,3,5,3,4
4704,2,0,1,4,1,2
1224,6,4,1,7,3,1
3195,7,6,4,9,4,5
4282,7,7,1,6,4,1
5445,5,4,1,2,3,1
2511,7,6,4,6,6,4
5468,3,1,1,4,2,1
1794,8,4,3,8,2,3
659,0,3,0,1,0,1
4859,7,4,2,9,3,2
5050,7,3,1,5,5,1
4003,9,2,6,5,0,2
4498,8,6,2,6,1,2
3417,1,3,3,3,1,3
6082,2,0,3,5,0,3
146,6,4,2,5,0,2
1171,3,1,3,6,1,4
2911,6,2,3,5,0,2
1734,6,6,2,8,0,2
5939,7,3,2,8,3,3
2536,8,5,3,5,4,2
2976,4,3,4,7,4,3
6055,8,2,3,1,2,1
2598,5,6,2,4,3,4
4967,6,1,1,2,0,2
640,0,3,1,2,5,1
3850,6,0,5,3,0,3
4059,5,2,1,5,3,1
4568,4,5,1,3,1,2
4017,7,2,4,6,1,4
4246,9,6,5,10,6,2
3486,6,0,6,8,1,6
4061,9,8,8,8,6,6
3369,5,0,1,4,2,4
1634,6,5,2,2,2,1
262,10,7,2,8,6,2
1787,6,8,6,6,0,5
2191,0,0,1,1,1,0
4441,0,0,3,2,2,5
2671,8,3,1,9,3,2
3064,9,9,3,9,10,1
4083,3,3,3,0,3,2
3643,4,2,2,0,0,3
4976,7,6,3,8,6,4
1,3,2,0,0,3,0
4992,8,0,1,7,2,1
3375,4,5,1,4,5,1
253,6,2,2,6,4,2
1675,5,0,1,4,2,2
2500,6,1,1,7,4,1
5156,4,3,2,1,5,2
3231,6,1,5,3,2,3
6138,7,2,4,8,2,3
5110,8,2,1,8,6,1
8,4,4,4,6,2,4
1256,7,1,2,7,2,5
1122,8,2,2,9,3,5
3730,6,8,2,7,5,3
207,2,8,1,8,2,1
3202,4,2,3,4,0,3
403,5,0,3,4,2,5
2199,5,2,2,9,6,2
4149,0,0,5,4,1,5
3191,9,5,3,9,5,3
1696,3,0,3,3,5,3
3991,5,0,1,5,2,1
627,3,1,7,2,4,4
586,0,0,2,0,4,0
1648,8,1,1,8,4,4
4039,7,2,3,9,0,3
5539,4,2,1,8,5,1
5541,8,3,5,6,3,6
4199,4,4,2,3,3,2
3923,3,4,2,9,5,1
2301,1,0,0,4,6,1
1250,0,0,3,1,2,5
3183,0,0,1,0,1,0
4605,2,6,0,0,2,0
5592,0,1,2,5,0,2
2146,0,1,1,4,2,4
2200,2,0,1,8,5,1
1884,6,6,5,2,0,6
913,2,4,2,3,6,2
6015,5,3,2,4,2,3
4973,0,2,0,3,1,2
3777,9,4,5,9,3,3
4917,0,0,1,0,0,0
1186,3,7,3,4,7,5
5839,4,3,1,3,3,1
956,7,6,3,8,5,2
3752,8,0,1,7,5,2
4067,8,4,3,7,3,3
2208,0,2,0,4,1,3
3651,4,6,4,3,1,6
800,9,8,5,8,6,3
5396,8,4,3,8,5,1
815,5,4,2,8,3,2
1939,5,1,6,3,4,3
1527,2,1,4,3,1,3
1919,5,2,4,5,4,1
5511,10,7,5,9,1,3
1158,7,3,3,2,1,0
3266,3,2,2,4,1,4
4496,5,2,2,4,0,0
639,7,4,6,3,2,7
687,5,5,2,6,7,1
2507,8,6,3,4,4,2
6002,7,1,3,7,2,2
4565,6,4,1,7,3,1
5494,1,2,0,8,2,2
3093,7,2,1,7,3,1
749,3,2,6,6,1,1
3741,7,1,2,7,5,2
4133,7,0,2,6,3,4
4325,6,5,1,4,3,2
1388,8,4,3,5,0,2
2610,4,1,4,3,3,3
4533,3,3,1,0,1,0
5895,0,0,1,4,1,1
5402,1,2,3,1,0,1
4122,3,2,2,5,2,2
2273,7,3,1,3,5,1
3348,10,7,4,8,6,4
4893,1,3,5,5,3,4
5728,1,3,3,5,5,2
283,4,3,3,7,3,4
4974,3,1,2,1,2,2
5055,4,1,2,3,1,2
5600,1,1,0,1,2,1
4548,7,3,2,6,2,1
1019,4,3,5,6,3,5
3900,0,2,3,3,2,3
2863,1,2,0,3,1,0
658,0,2,1,4,5,4
5635,6,2,1,6,3,1
546,1,4,4,6,3,4
1215,8,7,5,8,6,3
5168,4,7,4,7,1,4
1535,0,0,1,3,2,0
2064,0,2,2,3,1,0
1195,6,1,0,0,0,3
1243,4,0,4,2,0,4
157,7,4,3,5,1,2
2524,2,0,1,7,4,1
5165,2,0,4,3,1,6
3444,6,2,6,7,3,3
517,6,0,1,8,0,4
1915,3,6,2,6,5,2
5864,6,5,5,7,6,3
3108,2,2,1,5,1,1
4375,3,4,2,2,3,2
1372,7,6,7,2,5,4
2544,2,2,2,6,0,2
4397,4,2,0,3,2,1
4276,2,0,2,2,1,2
2654,9,4,3,6,7,2
5088,8,0,1,7,1,1
5235,4,3,5,5,4,1
4286,9,4,5,8,1,4
5076,1,1,1,5,0,4
2975,3,0,0,3,2,0
4054,2,0,1,0,6,1
3232,0,1,1,1,5,3
3327,3,8,0,3,3,0
1346,0,1,0,2,1,1
127,6,4,2,6,4,2
17,0,1,1,3,1,1
1816,8,3,3,6,3,3
2025,6,3,2,3,2,4
