feature_base,shared_fwd_top_logits,shared_fwd_bottom_logits,shared_fwd_max_toks,shared_bwd_top_logits,shared_bwd_bottom_logits,shared_bwd_max_toks
1129,10,6,2,7,7,1
1795,4,2,5,2,2,5
3893,1,0,2,4,2,1
3548,3,4,6,3,2,3
4798,4,3,1,4,0,0
4497,2,2,1,1,1,3
729,2,1,1,3,5,1
5675,0,2,1,1,1,2
2209,6,4,2,7,7,2
201,2,2,0,0,0,0
4029,7,8,1,6,4,1
3043,0,0,0,0,0,1
2317,3,2,0,1,0,1
5982,2,0,1,1,1,1
4911,8,9,1,0,0,0
3342,5,3,1,5,0,1
4551,3,2,4,1,0,2
1485,7,1,1,7,4,1
5846,8,5,1,7,3,2
3323,4,5,1,2,1,1
1016,2,0,2,0,1,0
5821,9,6,4,7,7,3
2343,9,6,1,8,6,1
5844,3,3,1,4,3,1
719,4,4,6,4,9,4
3820,6,7,1,7,6,1
4433,3,0,2,1,2,1
878,0,1,1,0,0,0
3124,0,1,0,3,3,3
4887,1,6,1,0,4,1
3993,9,6,3,8,7,3
2264,4,1,1,3,4,2
2811,7,4,1,6,3,1
4283,2,2,4,0,4,4
379,0,0,0,0,0,0
2540,0,0,1,1,0,1
1064,5,3,2,4,3,1
1180,1,4,0,0,0,0
2062,1,2,0,6,3,1
5932,5,3,2,6,4,2
4160,7,4,3,5,0,1
3928,8,6,2,8,5,2
5958,4,5,2,3,5,1
520,4,3,1,3,1,1
1367,2,1,2,6,3,4
1152,2,2,1,2,1,1
2027,7,2,5,5,5,2
647,4,0,3,6,2,2
1495,1,0,1,0,0,1
3134,6,2,1,7,7,1
5258,5,3,3,3,4,2
5618,6,3,4,4,0,2
592,7,7,1,7,7,3
391,5,2,4,0,2,1
5794,7,4,4,6,1,1
4514,5,0,1,6,4,1
288,4,1,1,4,1,0
4474,6,6,2,6,5,2
5892,5,5,1,2,4,1
1513,3,3,0,1,0,0
4326,4,1,1,0,1,0
5113,8,1,4,8,3,2
2088,5,4,5,5,3,5
1051,3,2,1,7,3,1
134,4,2,4,3,5,3
200,5,8,1,6,10,3
5959,8,5,4,7,5,3
4875,6,2,2,3,2,1
2977,5,5,0,2,4,0
3104,3,3,3,4,5,3
3119,5,3,1,6,6,1
4598,0,0,2,1,1,1
2454,8,3,1,8,5,1
5693,7,5,2,5,4,1
3799,3,3,3,5,1,2
2852,1,1,3,1,1,4
4194,5,5,1,6,3,1
683,4,6,6,7,4,4
5991,1,1,4,1,1,0
2773,8,5,1,6,7,1
4058,8,6,2,9,6,3
3618,7,3,3,7,2,2
960,3,2,0,0,2,0
1762,3,3,6,4,0,0
2660,3,0,1,4,3,1
6062,5,2,3,3,6,4
4738,3,0,2,3,2,1
1792,5,3,2,6,5,2
3076,5,1,0,0,2,2
1241,5,1,1,5,1,3
2550,0,5,1,0,2,3
766,6,4,6,5,3,6
4493,6,6,1,6,7,1
870,4,3,1,3,4,1
794,3,3,1,3,3,1
4488,7,4,2,5,6,3
2254,5,2,1,3,0,1
5134,2,1,1,2,1,1
1881,8,8,1,0,0,0
1577,3,0,1,6,1,1
2939,7,2,1,9,5,1
3532,5,3,4,3,3,2
5810,0,0,0,0,0,0
3646,2,1,3,2,4,0
863,5,4,6,5,3,6
742,4,2,1,3,3,1
5360,9,6,1,9,7,1
4659,8,3,1,1,4,1
1020,2,1,6,0,2,1
4191,9,8,3,8,5,3
6019,7,1,2,0,0,1
5853,0,0,2,0,1,2
4580,7,6,2,3,6,1
5526,4,4,1,3,0,1
2278,6,3,2,4,1,2
2796,0,0,1,0,1,1
1678,0,5,1,1,3,1
3242,1,1,2,0,0,0
540,4,6,2,2,0,3
3107,6,4,1,1,0,1
2572,7,2,1,4,0,1
5279,7,1,1,5,5,1
1862,2,1,1,4,2,0
5818,1,2,1,7,4,0
5362,8,1,6,5,0,3
5205,9,7,1,8,7,1
3867,8,4,3,7,6,2
4673,0,1,2,0,1,0
681,2,4,0,1,1,0
556,2,4,2,3,4,1
1976,1,2,2,9,0,1
5108,8,6,1,9,6,1
645,1,0,0,1,0,1
4891,4,5,0,0,2,0
3099,9,3,3,0,0,0
5739,6,5,3,9,7,2
5917,6,3,2,7,4,4
3402,5,7,2,5,4,1
3711,5,4,1,4,0,1
3577,4,3,3,8,5,2
4086,2,3,1,3,4,2
1371,4,5,2,8,5,3
1496,6,1,2,5,4,1
3302,3,0,1,4,0,1
5344,2,5,6,2,5,2
1408,1,1,7,2,0,8
1400,5,1,2,2,1,4
1306,6,4,1,8,6,1
6077,2,0,1,1,2,1
4728,8,4,1,7,6,1
4723,7,1,1,5,2,1
3020,2,2,1,6,1,3
1768,1,3,1,0,2,4
3330,5,3,1,0,1,0
5478,4,2,1,8,6,1
4805,5,4,1,5,3,2
1479,7,6,2,5,4,2
3482,8,7,1,9,8,1
2696,8,4,2,6,4,2
4413,5,1,1,6,1,1
3748,6,2,3,7,5,3
5938,2,4,4,2,2,3
5353,0,2,1,1,2,1
663,2,3,1,0,2,1
4046,6,3,2,5,4,3
5946,5,7,3,7,8,2
1397,7,2,4,4,2,3
1695,8,8,1,8,5,1
5727,8,1,5,0,3,3
3543,3,5,1,3,3,1
5352,0,0,1,0,1,3
5811,0,0,1,2,0,1
3184,7,5,3,7,6,2
5949,3,1,1,0,0,0
5616,3,3,1,0,3,0
4537,5,4,1,6,3,2
2611,4,2,4,3,3,1
5387,1,2,1,3,0,1
3581,3,3,2,2,3,1
5926,3,1,2,3,3,1
5505,5,5,3,6,2,4
1410,5,3,2,2,2,2
1136,4,7,3,4,9,2
1636,8,5,2,7,3,4
5744,1,0,1,0,0,0
951,4,2,2,5,3,3
5200,5,1,1,5,1,1
2746,6,6,2,6,1,1
2160,0,4,1,2,2,0
2049,0,0,0,1,1,1
641,3,0,0,4,0,3
4315,6,3,1,3,3,1
1589,0,3,2,0,3,1
854,6,4,1,6,2,1
6116,7,7,3,9,8,5
1759,1,6,2,7,5,2
4480,7,5,5,7,3,3
5522,6,6,1,5,5,1
3709,1,0,3,2,1,1
5249,0,0,0,6,3,0
1076,0,1,0,1,0,1
1707,6,3,3,5,3,2
3743,0,0,2,2,3,2
1733,4,6,3,5,4,1
5535,2,1,1,0,1,1
246,7,3,1,7,5,1
4931,0,2,4,3,4,2
3510,6,0,2,0,0,1
4298,5,3,1,6,6,1
1207,2,6,4,3,7,6
4218,5,2,0,0,0,2
400,0,3,4,2,6,4
2341,7,1,1,8,1,1
279,8,1,3,10,5,1
5956,5,7,2,7,7,2
4979,4,0,2,1,5,2
3681,8,2,1,9,6,2
2245,4,2,1,4,1,2
3029,6,4,1,7,1,1
3978,5,4,2,0,4,1
1534,6,7,1,4,6,1
751,0,0,0,4,0,0
4239,3,1,1,2,0,1
4704,7,5,1,6,6,2
1224,5,5,0,2,5,0
3195,1,5,1,4,3,1
4282,7,2,0,5,2,1
5445,2,2,1,0,1,1
2511,1,4,1,2,5,1
5468,8,5,1,8,0,1
1794,2,2,1,1,0,0
659,7,3,2,3,1,3
4859,4,6,1,3,6,1
5050,4,3,1,1,1,1
4003,6,6,4,4,5,1
4498,4,0,0,1,2,3
3417,6,3,3,7,4,4
6082,1,0,2,1,0,2
146,4,2,1,4,1,2
1171,0,0,3,2,0,1
2911,1,0,1,2,2,1
1734,8,5,2,9,5,2
5939,7,4,3,6,4,2
2536,0,2,1,0,0,0
2976,5,6,3,7,7,0
6055,6,0,1,6,4,1
2598,9,1,1,4,2,2
4967,5,0,0,5,0,0
640,6,5,6,4,5,5
3850,1,3,7,0,1,5
4059,6,3,3,6,2,1
4568,2,1,0,0,0,0
4017,3,3,1,5,2,1
4246,2,5,2,4,6,4
3486,5,3,3,3,2,3
4061,7,4,2,8,7,2
3369,6,2,4,2,1,4
1634,3,3,1,3,6,1
262,7,1,1,7,2,1
1787,4,3,2,1,1,1
2191,4,3,1,3,3,1
4441,7,8,0,0,0,0
2671,0,4,1,0,2,0
3064,4,3,1,2,0,1
4083,5,8,1,7,6,1
3643,6,3,1,2,2,1
4976,1,5,1,4,5,1
1,7,6,3,6,6,2
4992,1,1,2,1,4,2
3375,1,0,0,2,0,0
253,4,2,1,3,4,1
1675,3,0,0,0,1,1
2500,6,4,2,6,5,1
5156,4,3,2,6,6,3
3231,0,0,1,0,0,0
6138,9,2,1,7,4,1
5110,7,4,5,1,4,4
8,6,4,7,4,0,1
1256,8,4,1,8,5,1
1122,1,4,2,5,3,3
3730,6,3,2,3,4,3
207,0,2,2,1,2,2
3202,5,6,3,4,2,3
403,9,4,1,8,5,1
2199,0,3,6,2,1,4
4149,0,0,3,0,2,1
3191,6,2,1,0,0,1
1696,3,6,2,2,5,2
3991,5,1,1,5,0,1
627,3,6,1,4,4,1
586,5,3,1,6,0,1
1648,6,3,4,4,4,1
4039,3,4,5,2,4,4
5539,4,2,2,5,4,2
5541,7,6,1,5,4,3
4199,6,6,4,9,7,4
3923,6,6,2,6,5,1
2301,0,4,3,0,2,0
1250,6,3,1,6,4,2
3183,6,4,1,5,4,1
4605,3,4,3,3,0,3
5592,2,4,3,4,5,3
2146,4,2,4,1,1,3
2200,2,0,1,1,1,1
1884,1,5,3,0,0,1
913,5,7,4,2,0,3
6015,1,4,1,3,3,1
4973,6,1,2,5,2,2
3777,8,3,1,4,2,1
4917,5,4,1,4,5,1
1186,4,5,1,4,5,2
5839,2,4,5,3,3,4
956,7,4,2,5,7,2
3752,3,1,0,0,4,1
4067,1,1,1,6,0,1
2208,4,1,2,6,1,2
3651,9,6,2,9,8,1
800,8,3,1,8,3,1
5396,7,0,7,4,1,4
815,8,6,1,9,6,1
1939,0,1,1,0,3,0
1527,2,1,3,1,3,3
1919,0,0,1,2,1,0
5511,3,6,2,3,5,2
1158,6,2,2,5,1,3
3266,5,2,1,0,1,1
4496,5,4,1,1,3,1
639,0,0,2,2,3,1
687,4,6,1,1,5,2
2507,9,5,4,8,7,3
6002,2,6,1,1,7,1
4565,1,3,1,1,0,0
5494,1,1,3,3,1,0
3093,4,4,1,2,0,1
749,1,5,1,7,3,1
3741,9,10,1,9,8,1
4133,5,4,4,5,2,2
4325,7,8,1,8,8,1
1388,7,8,2,9,7,2
2610,5,6,2,5,6,1
4533,3,5,4,1,1,0
5895,6,2,1,3,3,3
5402,8,2,2,4,1,2
4122,10,3,2,9,6,2
2273,9,8,1,8,6,1
3348,3,0,1,6,4,1
4893,1,1,1,1,1,1
5728,4,4,4,5,0,6
283,6,2,1,2,0,0
4974,2,3,3,2,3,3
5055,8,5,1,8,5,1
5600,3,0,2,2,5,2
4548,4,3,3,5,5,3
1019,1,2,1,3,5,1
3900,0,3,3,1,2,2
2863,5,3,1,5,5,1
658,1,2,4,2,3,2
5635,2,3,1,1,4,2
546,5,5,1,7,4,1
1215,4,4,2,5,5,2
5168,7,2,3,1,0,1
1535,6,3,3,9,7,4
2064,9,8,3,9,8,3
1195,3,5,1,2,3,1
1243,7,3,2,7,6,1
157,4,2,3,4,1,2
2524,1,1,2,1,3,0
5165,7,5,1,6,4,1
3444,9,3,1,2,2,1
517,1,0,1,3,0,1
1915,3,3,0,6,3,2
5864,1,4,1,0,1,1
3108,6,7,1,8,7,1
4375,6,6,1,6,7,1
1372,5,2,4,4,4,2
2544,5,1,3,4,1,2
4397,9,6,1,8,5,1
4276,3,3,1,5,2,1
2654,8,0,1,2,2,1
5088,0,0,3,2,3,0
5235,4,2,5,3,5,5
4286,2,2,4,1,4,1
5076,2,4,3,2,1,2
2975,2,0,4,6,2,4
4054,2,3,1,0,1,1
3232,4,3,1,5,2,1
3327,7,7,2,3,6,2
1346,0,5,2,1,4,2
127,6,6,2,5,5,1
17,5,4,1,5,3,1
1816,3,4,5,6,4,4
2025,4,2,1,4,5,1
