feature_base,shared_fwd_top_logits,shared_fwd_bottom_logits,shared_fwd_max_toks,shared_bwd_top_logits,shared_bwd_bottom_logits,shared_bwd_max_toks
1696,8,3,2,7,4,3
3991,4,2,2,1,0,0
627,1,1,2,1,2,3
586,4,3,2,4,2,2
1648,6,0,1,2,0,2
4039,6,0,1,5,0,1
5539,2,1,2,0,1,2
5541,1,2,1,1,2,1
4199,7,0,2,6,0,4
3923,4,2,5,6,5,5
2301,7,5,1,6,2,0
1250,8,2,3,2,1,1
3183,3,1,3,2,1,3
4605,4,0,2,7,3,2
5592,2,5,0,0,1,2
2146,2,1,0,7,2,2
2200,8,0,3,9,3,4
1884,8,3,6,9,3,1
913,3,3,5,3,1,3
6015,2,2,1,0,1,2
4973,3,0,1,4,2,1
3777,5,1,4,3,3,3
4917,4,3,1,3,4,1
1186,3,2,2,5,6,0
5839,0,2,2,0,1,2
956,7,4,1,3,1,1
3752,5,4,4,9,4,2
4067,2,2,1,4,0,1
2208,7,7,4,7,7,5
3651,6,4,1,5,1,1
800,1,2,2,2,1,1
5396,0,1,0,4,0,1
815,8,4,2,9,6,3
1939,8,4,5,8,2,3
1527,1,2,6,4,0,6
1919,8,1,2,8,2,2
5511,6,3,1,2,2,1
1158,6,0,1,6,3,1
3266,5,4,2,6,4,3
4496,5,3,4,8,5,3
639,7,2,5,6,4,3
687,3,2,2,4,0,2
2507,1,1,0,1,0,0
6002,1,4,1,0,0,0
4565,5,2,2,6,1,2
5494,4,5,3,6,5,2
3093,8,2,1,4,4,1
749,7,4,3,7,8,1
3741,6,5,1,7,5,3
4133,2,0,1,0,0,0
4325,2,1,1,1,2,2
1388,2,2,1,0,0,2
2610,8,2,3,5,2,3
4533,9,5,2,9,5,3
5895,1,6,4,2,4,1
5402,4,0,0,8,6,1
4122,7,4,4,6,1,3
2273,4,3,1,5,1,1
3348,9,7,4,10,5,1
4893,1,0,0,0,0,0
5728,0,1,1,4,1,1
283,7,2,1,2,0,1
4974,0,0,0,2,0,3
5055,5,1,3,8,3,3
5600,9,4,2,8,0,2
4548,1,1,0,0,5,0
1019,0,0,0,8,9,2
3900,0,1,1,2,0,1
2863,0,1,0,5,0,1
658,6,2,1,5,1,4
5635,8,2,1,5,3,1
546,2,2,1,4,3,1
1215,3,5,3,1,4,4
5168,4,2,3,0,0,2
1535,6,4,4,4,5,4
2064,6,2,1,9,3,3
1195,0,0,1,3,1,3
1243,9,3,6,9,1,4
157,9,5,4,9,4,4
2524,6,5,4,3,4,4
5165,2,3,1,6,4,1
3444,6,4,1,4,1,1
517,4,1,2,0,1,4
1915,9,5,4,3,1,2
5864,2,5,3,9,7,4
3108,4,3,4,3,0,8
4375,2,3,0,0,2,0
1372,5,1,1,1,1,1
2544,2,0,2,2,1,1
4397,0,2,1,3,4,1
4276,8,2,3,10,2,2
2654,1,1,0,0,1,0
5088,8,4,2,9,4,3
5235,3,2,2,1,0,2
4286,6,5,1,3,1,1
5076,6,1,1,1,0,1
2975,0,0,0,0,0,0
4054,7,2,3,5,3,2
3232,5,8,1,6,5,2
3327,6,1,2,0,0,2
1346,9,2,2,8,0,2
127,6,5,2,9,4,1
17,8,3,6,2,1,6
1816,4,1,2,3,3,3
2025,7,2,1,1,4,3
