feature_base,shared_fwd_top_logits,shared_fwd_bottom_logits,shared_fwd_max_toks,shared_bwd_top_logits,shared_bwd_bottom_logits,shared_bwd_max_toks
3242,6,3,3,7,4,3
540,2,0,2,5,0,3
3107,1,0,4,4,0,0
2572,5,2,1,5,5,1
5279,2,3,1,6,6,1
1862,4,1,4,4,3,4
5818,5,6,1,5,2,1
5362,1,0,0,0,3,0
5205,6,2,1,4,1,1
3867,10,1,3,9,2,3
4673,6,8,2,6,7,2
681,1,3,1,4,0,1
556,1,3,0,4,0,1
1976,6,7,3,7,6,3
5108,4,1,1,3,5,2
645,0,6,1,5,4,1
4891,6,0,1,4,0,1
3099,4,5,2,4,3,3
5739,2,3,1,2,4,1
5917,1,4,3,3,2,3
3402,5,2,3,4,3,4
3711,6,7,0,10,10,1
3577,8,6,1,9,7,1
4086,5,3,1,5,4,2
1371,2,1,1,2,2,4
1496,6,5,1,3,1,1
3302,6,4,1,8,7,1
5344,6,2,3,7,1,1
1408,4,4,5,2,5,4
1400,7,2,2,7,4,3
1306,2,2,1,5,1,4
6077,1,2,1,0,3,1
4728,8,7,3,8,3,3
4723,4,2,1,5,0,4
3020,2,2,1,2,6,0
1768,6,4,3,3,0,1
3330,4,1,1,3,3,1
5478,6,5,1,5,8,1
4805,7,3,4,7,6,4
1479,4,0,3,6,4,4
3482,6,5,1,6,6,1
2696,6,4,3,3,0,2
4413,1,5,1,1,5,2
3748,3,1,2,3,3,2
5938,0,0,2,0,0,2
5353,9,8,0,9,8,0
663,2,1,1,3,1,1
4046,5,5,3,9,5,3
5946,3,2,1,2,1,1
1397,6,4,1,6,5,1
1695,6,5,5,5,3,1
5727,8,5,2,8,4,2
3543,5,4,1,6,3,1
5352,6,5,1,8,4,1
5811,1,1,0,0,6,0
3184,7,6,7,1,2,3
5949,5,3,2,7,5,1
5616,3,0,2,2,0,2
4537,2,1,1,2,2,1
2611,3,1,2,4,3,3
5387,4,0,1,4,4,1
3581,3,1,2,1,1,2
5926,2,4,4,5,4,4
5505,5,2,3,6,2,6
1410,6,1,3,5,0,1
1136,3,2,7,5,4,2
1636,0,0,2,2,1,2
5744,3,0,2,3,2,3
951,4,3,0,4,5,5
5200,7,4,4,6,2,3
2746,7,5,2,3,5,2
2160,2,0,0,5,0,0
2049,1,1,6,1,0,3
641,5,3,2,5,5,1
4315,3,3,1,4,3,1
1589,10,2,4,0,0,1
854,3,4,7,5,3,7
6116,3,2,3,7,4,5
1759,5,5,1,6,4,1
4480,6,3,4,3,1,5
5522,8,5,2,9,6,2
3709,4,1,1,5,2,1
5249,4,0,3,1,4,2
1076,0,3,0,3,4,2
1707,1,0,1,2,4,1
3743,3,2,2,2,3,1
1733,0,1,3,5,2,2
5535,3,3,4,1,0,3
246,0,0,1,2,3,1
4931,0,0,0,0,0,0
3510,3,0,1,3,2,1
4298,4,5,5,4,5,6
1207,1,1,2,1,0,0
4218,6,5,1,1,0,1
400,0,0,4,2,0,3
2341,4,5,3,8,3,5
279,5,0,1,1,0,0
5956,1,5,1,4,3,1
4979,6,5,5,9,4,4
3681,2,1,1,0,0,1
2245,2,0,1,4,1,0
3029,5,4,4,4,1,3
3978,4,6,3,7,3,1
1534,6,1,5,9,2,8
751,4,2,2,1,1,1
4239,7,2,2,6,5,7
4704,4,2,1,3,1,1
1224,4,1,1,2,0,1
3195,3,5,1,1,4,1
4282,3,0,2,1,4,1
5445,1,3,1,4,4,1
2511,0,2,1,0,3,1
5468,7,3,1,6,4,1
1794,3,3,1,7,6,1
659,6,2,4,2,1,1
4859,0,0,2,6,2,5
5050,4,0,1,0,0,1
4003,0,0,2,2,0,1
4498,3,4,1,4,2,3
3417,6,6,6,5,8,4
6082,2,4,2,2,2,1
146,1,3,1,1,3,1
1171,5,3,3,5,4,1
2911,2,3,3,5,2,3
1734,3,3,1,5,3,1
5939,6,5,5,2,5,3
2536,10,6,1,8,6,1
2976,6,6,3,3,8,2
6055,6,5,5,4,2,4
2598,1,1,0,3,1,0
4967,6,5,2,7,4,1
640,7,0,1,5,6,1
3850,1,1,6,7,4,5
4059,8,4,2,8,8,3
4568,0,2,1,0,2,1
4017,4,3,8,0,1,1
4246,6,6,2,6,6,2
3486,0,1,2,0,2,4
4061,8,2,4,6,6,4
3369,6,1,2,8,3,3
1634,5,1,3,4,1,1
262,5,1,1,3,3,1
1787,1,3,2,5,6,2
2191,5,1,1,5,3,1
4441,2,0,0,2,2,1
2671,7,6,1,5,7,1
3064,5,2,1,6,3,1
4083,4,1,2,4,2,2
3643,3,5,2,3,6,2
4976,1,5,2,0,2,1
1,2,1,2,8,5,2
4992,4,2,1,5,3,1
3375,0,2,3,0,0,0
253,7,4,1,7,9,1
1675,4,6,2,4,5,1
2500,5,0,4,6,4,5
5156,2,2,2,2,5,2
3231,9,6,6,8,0,2
6138,8,4,1,8,7,1
5110,3,3,2,6,3,6
8,4,1,3,8,4,2
1256,3,2,2,5,5,1
1122,1,3,1,1,2,1
3730,0,0,0,0,2,0
207,0,0,0,8,10,1
3202,4,4,3,3,6,4
403,2,5,2,4,2,1
2199,6,4,4,7,2,4
4149,1,2,5,0,0,0
3191,5,1,2,3,3,1
1696,4,1,1,4,2,1
3991,0,3,2,0,1,0
627,5,0,0,5,1,1
586,4,4,6,0,3,8
1648,9,7,6,8,0,2
4039,10,2,5,10,4,5
5539,7,2,2,8,4,2
5541,2,2,1,4,5,1
4199,7,0,4,4,3,2
3923,8,4,2,6,5,1
2301,6,5,4,2,2,4
1250,2,2,2,1,2,1
3183,4,1,1,0,2,1
4605,0,0,0,2,1,1
5592,4,2,1,5,2,1
2146,9,9,1,7,7,1
2200,9,6,3,10,5,2
1884,3,0,4,5,0,3
913,9,0,1,9,4,1
6015,0,2,1,0,0,1
4973,3,3,3,5,2,3
3777,7,7,1,6,5,1
4917,0,0,1,6,1,1
1186,4,4,1,3,1,1
5839,1,1,2,2,2,2
956,0,3,3,1,2,2
3752,1,1,2,0,2,1
4067,2,0,2,1,1,1
2208,7,1,0,6,5,0
3651,7,1,4,1,0,5
800,2,5,1,2,1,1
5396,8,2,2,8,3,2
815,5,3,3,5,6,2
1939,2,0,0,3,1,0
1527,5,1,2,8,4,3
1919,5,0,1,1,1,1
5511,6,0,2,8,1,3
1158,1,5,2,3,4,6
3266,7,3,5,4,2,7
4496,6,1,1,7,7,1
639,1,1,6,3,3,9
687,1,3,2,2,3,2
2507,10,5,2,9,7,2
6002,0,1,0,1,5,1
4565,0,0,0,10,10,0
5494,0,0,1,1,0,3
3093,5,7,1,5,3,1
749,4,2,1,3,5,1
3741,6,4,2,6,4,2
4133,2,2,3,6,4,2
4325,8,5,3,7,4,1
1388,5,0,2,6,2,2
2610,2,2,1,1,1,1
4533,7,1,1,6,8,1
5895,6,3,4,5,4,2
5402,8,7,1,6,7,1
4122,4,5,5,5,1,4
2273,0,0,0,7,1,0
3348,3,1,1,1,0,1
4893,4,2,1,3,2,1
5728,5,2,1,7,2,1
283,0,0,2,7,2,5
4974,5,3,1,6,6,2
5055,6,0,3,7,4,1
5600,0,2,1,0,4,1
4548,1,0,2,2,2,2
1019,3,1,1,2,1,1
3900,2,0,2,4,0,2
2863,2,2,1,3,2,1
658,5,1,1,1,2,1
5635,4,3,3,4,6,2
546,2,2,1,0,0,1
1215,4,1,1,1,0,3
5168,3,7,1,3,8,1
1535,2,5,1,2,3,1
2064,4,2,1,6,2,1
1195,0,3,1,1,5,1
1243,2,0,2,6,1,2
157,5,5,2,3,6,2
2524,3,0,1,5,3,1
5165,7,3,4,2,3,1
3444,5,1,5,0,5,4
517,2,0,0,2,1,1
1915,5,2,1,6,4,5
5864,5,0,0,0,0,0
3108,2,0,5,3,3,4
4375,2,5,4,0,0,4
1372,9,3,3,7,3,2
2544,1,0,1,0,1,4
4397,3,3,1,3,2,2
4276,1,4,5,0,2,4
2654,4,4,2,5,5,2
5088,9,6,1,3,7,1
5235,0,1,1,1,3,1
4286,2,0,2,3,3,1
5076,4,3,1,0,0,1
2975,2,4,7,4,7,6
4054,4,1,3,3,0,2
3232,9,3,1,8,2,4
3327,5,2,1,6,4,1
1346,1,0,1,0,3,1
127,5,3,2,3,4,3
17,5,1,1,4,5,1
1816,1,2,0,0,0,2
2025,0,2,0,1,3,4
