feature_base,shared_fwd_top_logits,shared_fwd_bottom_logits,shared_fwd_max_toks,shared_bwd_top_logits,shared_bwd_bottom_logits,shared_bwd_max_toks
3134,5,0,3,0,0,0
5258,6,5,1,8,5,1
5618,10,5,3,9,4,0
592,7,1,1,0,0,0
391,7,3,1,7,7,1
5794,3,7,2,5,6,2
4514,4,0,1,4,4,1
288,7,5,1,6,5,1
4474,3,7,5,1,3,1
5892,3,6,1,1,7,1
1513,8,6,1,8,5,1
4326,4,7,2,3,8,1
5113,6,7,1,3,8,1
2088,7,5,2,6,7,2
1051,2,5,1,4,3,1
134,7,7,3,4,6,3
200,1,0,0,1,1,1
5959,3,5,1,8,3,1
4875,4,3,2,3,2,3
2977,2,4,1,7,5,1
3104,2,3,1,2,3,0
3119,6,5,1,6,6,1
4598,1,0,0,3,3,2
2454,5,6,2,5,7,3
5693,7,8,1,8,6,1
3799,2,4,0,2,7,4
2852,0,0,1,2,0,0
4194,5,5,1,6,5,1
683,2,0,1,1,1,1
5991,7,4,4,5,0,1
2773,0,3,4,7,3,4
4058,6,0,0,0,0,0
3618,4,5,1,6,7,1
960,7,6,1,6,5,1
1762,2,1,1,6,1,2
2660,3,3,6,4,2,1
6062,6,7,2,8,6,2
4738,8,3,1,8,5,1
1792,4,4,1,6,6,3
3076,2,2,1,3,4,1
1241,3,1,1,6,2,1
2550,1,1,0,0,1,0
766,4,5,1,3,1,1
4493,2,2,2,2,3,1
870,3,2,3,0,0,4
794,5,0,3,6,6,3
4488,6,3,1,0,2,1
2254,6,6,1,5,7,1
5134,10,10,0,0,1,0
1881,0,3,1,0,3,1
1577,3,4,1,1,1,1
2939,2,7,2,3,7,1
3532,0,0,0,0,1,0
5810,6,3,2,3,3,1
3646,6,0,1,5,7,1
863,1,3,2,3,6,5
742,0,6,1,6,4,1
5360,5,6,1,6,4,1
4659,3,1,1,3,0,1
1020,4,1,1,5,0,1
4191,4,6,1,4,1,2
6019,8,6,2,4,0,0
5853,3,4,2,0,3,1
4580,7,5,1,5,3,1
5526,6,3,1,4,5,1
2278,8,6,2,8,6,2
2796,6,4,1,3,4,1
1678,6,3,1,7,4,1
3242,2,1,2,1,2,1
540,7,2,1,7,5,1
3107,0,1,0,0,0,1
2572,6,0,4,3,1,2
5279,0,0,4,0,0,1
1862,4,0,0,0,0,0
5818,6,6,1,4,6,1
5362,2,5,0,0,3,0
5205,3,6,1,6,3,1
3867,2,5,2,2,4,1
4673,4,1,1,2,1,1
681,0,1,1,3,4,1
556,9,6,2,9,6,2
1976,6,5,1,8,5,1
5108,1,0,0,0,0,0
645,8,6,2,7,4,2
4891,6,3,2,1,1,2
3099,7,7,1,9,6,1
5739,6,5,2,7,8,2
5917,4,0,0,3,0,1
3402,6,3,3,4,0,1
3711,0,0,2,0,0,1
3577,7,6,1,7,2,1
4086,2,5,5,0,0,0
1371,4,5,1,5,6,1
1496,4,3,1,4,4,1
3302,5,6,1,4,7,0
5344,2,4,2,3,2,2
1408,6,4,0,0,4,0
1400,8,4,1,8,3,1
1306,9,5,1,9,4,1
6077,4,4,1,6,2,1
4728,0,0,1,0,0,0
4723,3,5,3,0,2,0
3020,6,2,2,5,3,1
1768,3,3,3,5,3,2
3330,5,1,1,5,4,1
5478,3,2,3,4,1,4
4805,0,1,0,0,0,0
1479,2,4,1,1,1,1
3482,3,1,2,1,1,0
2696,3,3,2,1,3,1
4413,3,3,4,3,4,4
3748,5,4,1,4,4,1
5938,7,2,3,7,4,3
5353,5,5,1,3,8,1
663,10,9,1,0,0,0
4046,1,2,1,2,5,2
5946,9,5,2,8,8,1
1397,8,6,3,7,7,3
1695,4,1,1,3,4,1
5727,1,3,0,1,1,1
3543,5,1,1,6,3,1
5352,0,1,1,1,0,0
5811,1,0,0,0,0,0
3184,1,1,8,2,3,4
5949,6,2,1,7,3,0
5616,5,1,1,0,1,2
4537,7,1,1,5,2,1
2611,2,6,1,4,5,1
5387,4,0,1,3,3,1
3581,3,3,1,3,3,1
5926,0,1,3,4,4,1
5505,7,7,2,6,4,1
1410,4,6,1,6,7,1
1136,8,7,2,7,6,2
1636,5,6,1,5,5,1
5744,8,2,1,5,4,1
951,7,7,1,5,1,1
5200,5,3,3,3,4,2
2746,0,2,1,1,0,0
2160,3,0,1,2,0,1
2049,0,1,2,0,0,0
641,4,0,4,2,1,2
4315,8,7,1,8,5,1
1589,8,0,1,8,5,1
854,2,2,3,2,4,1
6116,6,7,1,9,8,1
1759,5,3,4,5,2,3
4480,6,5,2,8,5,2
5522,2,3,4,0,0,2
3709,6,4,1,6,5,1
5249,7,3,6,3,1,8
1076,5,4,1,6,3,1
1707,8,2,1,5,2,1
3743,5,1,1,2,4,1
1733,3,1,0,3,1,1
5535,4,4,2,5,1,6
246,5,2,1,2,0,1
4931,7,5,1,8,5,1
3510,5,2,2,1,0,0
4298,7,4,4,4,2,2
1207,6,4,2,7,5,2
4218,4,1,3,4,4,1
400,7,2,3,2,3,2
2341,0,5,0,1,1,0
279,5,4,2,7,4,1
5956,3,4,3,0,1,0
4979,3,1,1,0,0,1
3681,6,6,2,6,7,2
2245,1,0,2,1,1,2
3029,7,8,1,8,8,1
3978,7,6,1,3,3,1
1534,4,1,1,2,5,1
751,7,6,1,8,7,1
4239,2,0,0,6,1,0
4704,3,5,4,0,4,0
1224,0,0,3,0,0,0
3195,8,5,1,8,6,2
4282,6,8,1,5,9,1
5445,9,7,1,4,7,1
2511,10,7,1,8,8,1
5468,3,7,1,5,8,1
1794,6,5,2,3,4,2
659,2,0,4,2,4,2
4859,1,0,0,3,2,2
5050,2,3,3,2,4,2
4003,4,5,1,5,4,1
4498,1,0,0,5,4,1
3417,7,4,1,5,2,1
6082,6,8,5,7,6,4
146,5,5,1,3,0,0
1171,5,4,3,7,4,4
2911,0,0,1,0,2,0
1734,2,1,3,6,4,3
5939,3,5,1,0,4,1
2536,5,5,1,2,6,1
2976,2,2,3,0,1,2
6055,2,4,0,5,4,1
2598,10,9,8,9,10,7
4967,8,6,2,7,7,3
640,4,2,5,1,0,1
3850,5,5,1,8,6,1
4059,1,0,2,0,0,1
4568,6,4,1,6,6,1
4017,8,4,2,6,4,1
4246,6,6,1,6,3,1
3486,6,5,1,5,6,1
4061,6,6,4,8,5,3
3369,1,5,0,2,8,0
1634,7,6,1,7,5,1
262,6,4,1,5,4,1
1787,1,1,2,1,1,0
2191,7,4,1,6,1,1
4441,4,6,2,1,6,2
2671,2,2,1,6,5,1
3064,1,5,4,1,0,0
4083,2,1,2,2,2,1
3643,5,5,2,7,6,1
4976,2,1,1,6,2,1
1,6,9,3,3,6,2
4992,9,0,2,8,4,2
3375,10,3,2,9,2,2
253,8,7,1,7,7,1
1675,4,1,0,3,0,2
2500,4,4,2,2,1,2
5156,3,3,3,4,5,4
3231,6,3,3,0,1,2
6138,5,4,3,5,2,1
5110,6,4,1,4,6,1
8,8,5,2,4,4,0
1256,0,1,2,0,0,0
1122,6,7,2,7,6,2
3730,0,2,1,0,0,0
207,9,6,3,6,5,1
3202,4,3,1,1,4,1
403,5,3,1,3,1,1
2199,2,3,3,1,4,1
4149,5,0,2,3,2,2
3191,7,6,2,8,4,1
1696,5,5,2,2,5,3
3991,2,1,1,5,1,1
627,5,2,1,4,4,1
586,2,3,2,4,0,1
1648,6,5,1,4,2,1
4039,7,4,2,8,2,1
5539,9,3,1,8,5,1
5541,3,5,2,6,6,1
4199,5,0,4,2,0,2
3923,9,5,2,6,3,1
2301,0,0,0,1,0,0
1250,0,1,3,2,3,0
3183,6,2,1,2,1,1
4605,1,6,1,3,5,1
5592,5,3,1,4,0,1
2146,6,7,4,3,3,1
2200,9,7,2,8,7,2
1884,4,4,2,5,7,2
913,7,8,1,7,6,1
6015,5,3,1,5,4,1
4973,2,2,1,3,2,1
3777,4,2,0,6,2,0
4917,6,2,2,3,4,1
1186,4,4,4,0,2,1
5839,6,3,2,1,1,2
956,4,5,2,4,6,2
3752,3,2,0,2,1,1
4067,2,1,0,0,3,1
2208,3,1,2,4,3,3
3651,2,1,2,3,0,4
800,3,0,1,3,0,1
5396,1,3,1,4,2,1
815,2,1,2,3,2,2
1939,3,4,1,4,5,1
1527,3,3,1,3,2,1
1919,5,1,1,0,2,1
5511,1,1,2,0,3,2
1158,2,3,0,0,1,0
3266,3,3,0,4,3,4
4496,0,2,0,1,2,3
639,5,1,2,1,2,2
687,6,2,1,4,2,1
2507,0,0,0,0,2,0
6002,5,1,2,1,1,2
4565,7,2,1,1,0,3
5494,9,5,1,9,3,0
3093,2,3,1,3,2,1
749,4,6,2,2,1,1
3741,7,5,2,7,5,1
4133,4,2,1,4,1,1
4325,6,7,1,7,4,1
1388,4,3,1,6,3,1
2610,8,5,2,6,1,3
4533,0,1,0,3,1,2
5895,5,3,2,5,5,2
5402,3,7,2,6,6,3
4122,5,0,3,0,0,0
2273,0,0,1,0,0,0
3348,1,2,2,3,2,2
4893,10,7,1,9,1,1
5728,1,0,1,0,0,0
283,6,5,6,5,4,4
4974,2,0,1,1,1,1
5055,9,5,4,7,3,4
5600,1,1,0,2,0,0
4548,3,1,2,1,2,2
1019,2,4,1,4,7,1
3900,7,7,1,9,8,1
2863,7,2,5,6,3,2
658,5,3,2,7,6,2
5635,6,5,1,5,4,1
546,6,4,1,7,6,1
1215,7,7,1,8,6,1
5168,1,2,1,2,2,1
1535,8,6,1,8,4,1
2064,3,5,2,5,4,2
1195,5,4,1,1,1,2
1243,3,5,1,3,0,4
157,5,7,2,6,7,2
2524,5,5,2,3,5,2
5165,1,4,1,4,5,1
3444,4,4,1,6,5,1
517,4,1,1,2,4,0
1915,0,0,0,4,1,0
5864,3,6,2,2,0,2
3108,8,4,2,9,4,2
4375,5,1,4,4,0,2
1372,7,7,1,7,6,1
2544,9,8,0,0,0,0
4397,5,0,3,3,1,4
4276,7,2,1,0,2,3
2654,3,1,2,1,3,3
5088,7,5,1,8,2,1
5235,1,3,1,0,5,2
4286,1,0,1,0,2,0
5076,5,0,2,3,0,2
2975,6,7,4,7,7,3
4054,4,3,3,3,3,3
3232,7,6,2,7,8,1
3327,2,0,2,2,1,3
1346,5,7,3,6,6,3
127,1,1,0,2,5,1
17,2,3,1,2,4,1
1816,4,0,1,0,5,1
2025,4,4,1,3,2,1
